stop_id,stop_name,zone_id,stop_lat,stop_lon
QwgSsbpX,Peerlapally Twd Jagdevpur,Peerlapally,17.739009780041865,78.81393849849702
WbkOu5yq,Ms-Zp School Twd Guruvannapeta,Ms-Zp School Twd Guruvannapeta,17.755154638602622,78.812313079834
kvCgScNG,Jagdevpur Bus Station,Jagdevpur Bus Station,17.767737421813543,78.80629956722261
tzqJi0Lq,Ms-Gollapally Twd Guruvannapet,Ms-Gollapally Twd Guruvannapet,17.788252151759096,78.81352007389069
IfYvxWxy,Gollapalle Twd Guruvannapeta,Gollapalle-Jagdevpur,17.80517901857718,78.81589385426484
UEfWONZA,Muni Gadapa Twd Guruvannapeta,Munigadapa,17.813059790060873,78.81905615329744
Z0wOlqDW,Wattipally Twd Guruvannapeta,Wattipalle-Jagadevpur,17.827030105425614,78.84820097066181
wy2th0A9,Chatlapally Twd Guruvannapeta,Chatlapalle,17.846070038006474,78.85549127153192
WZNMBPgS,Kondapochamma Twd Guruvannapeta,Kondapochamma,17.865059464662984,78.86711061000825
xQ3ODCdY,Guruvannapeta,Guruvannapeta,17.877593130813295,78.8586295527192
QiFe7Eyt,Wattipally Twd Turkapally,Wattipalle-Jagadevpur,17.826616574271807,78.84774495477718
McJOhLu7,Muni Gadapa Twd Turkapally,Munigadapa,17.813064898958313,78.81911784410478
qQOIYp2r,Gollapalle Twd Turkapally,Gollapalle-Jagdevpur,17.805140733438687,78.81590994370954
bhfENhP9,Ms-Gollapally Twd Turkapally,Ms-Gollapally Twd Turkapally,17.788354310854114,78.8136273622513
atopDYYa,Ms-Zp School Twd Turkapally,Ms-Zp School Twd Turkapally,17.75524148991636,78.81234258413316
WDOAuxbl,Peerlapally Twd Bhongir,Peerlapally,17.738815624150092,78.81399616599083
awORygLf,Jnnurm Colony Bogaram,Jnnurm Colony-Bogaram,17.49922611073672,78.67124497968514
2sGAk3kV,Rajiv Gruha Kalpa Twd Pragathi Naga,Rajiv Gruha Colony,17.501057,78.394969
ul9mh93J,Jnrm Colony,Jnnurm Colony Bachupally,17.550032693716954,78.3807295560837
IgXRU8TA,Ashok Nagar Twd Mehdipatnam,Ashoknagar Rtc X Rd,17.408998213110475,78.48979085683824
7kqAm5SP,Ashok Nagar Twd Uppal,Ashoknagar Rtc X Rd,17.409279740955043,78.48945692181587
5z4uZRNW,Shakti Sai Nagar Twd Chengicherla,Shakti Sai Nagar,17.441747769668595,78.5815680471975
k2bVmVXQ,Bolliguda Twd Chengicherla,Bolliguda,17.433860566972655,78.59242390718723
0XmwhZv3,Thirumalgiri Twd Ecil,Thirumalgiri,17.471193,78.509826
XyegHCW5,Ntpc Road Twd Rajiv Swagruha,Ntpc Annojiguda,17.43589756934213,78.66229711313927
jYsxAa2f,Rajiv Swagruha-Annojiguda,Rajiv Swagruha,17.431,78.67
ReGLNvjS,Ntpc  Road Twd Annojiguda,Ntpc Annojiguda,17.435797652797454,78.66200745105746
wIiNMkpJ,Pilligundla Twd Mokkila,Pilligundla,17.42238,78.2101
FAWHxv2m,Pilligundla Twd Donthanpally,Pilligundla,17.42255,78.21018
ZXKNX5XB,Subguard Room Twd Dmc,Subguard Room,17.538232627326916,78.51892769243352
Xpik5Wrf,Thurkapply Village,Turkapally-Bollaram,17.54771738066415,78.51345623903137
DBtttMsY,Subguard Room Twd Risalabazar,Subguard Room,17.538232627115395,78.51900279086313
rdsFjozH,Hakeempet Bus Depot,Hakeempet,17.545870208166026,78.53514432907106
anRapeHF,Jonnabonda Bus Stop,Jonnabanda,17.520258044000958,78.50439079210875
YEeFv3qk,Noble School Twd Gabbilalpet,Noble School,17.5107933167,78.578104496
IeNtqDmC,Gabbilalpet Twd Dental College,Gabbilalpet,17.5184918221,78.5796972387
e0bDAgyD,Prajay Water Front,Prajay Water Front,17.65776779877048,78.59904661611276
1B3YHV6Z,Ramalayam Bahadurpally Twd Gandimaisamma,Ramalayam Bahadurpally,17.559703093506602,78.43868538737297
iC5tZZCW,Bulkapur Twd Patancheru,Bulkapur,17.444877359139003,78.15889745756219
OFSU0oz8,Rajiv Gruhakalpa Twds Patancheru,Rajivgruhakalpa Bus Stop,17.45898,78.1502
vx33tKOE,Lalsahebguda,Lalsahebguda,17.538319497730445,78.40994685964418
OqxSnL4E,Madaram Twd Bibinagar,Madaram-Ekiraya,17.412074499717498,78.75105946960483
GMsoyyez,Padamati Somaram Twd Bibinagar,Padamati Somaram,17.43442258844333,78.76419123326346
IAjYkHLW,Kunta,Kunta,17.450229734999088,78.77996832116781
qy2nfPqG,Padamati Somaram Twd Enkiryala,Padamati Somaram,17.436631303776288,78.7649734312033
g0w3puOZ,Madaram Twd Edulabad,Madaram-Ekiraya,17.41209753058851,78.75115335112106
zEirWk7F,Annojiguda Twd Uppal,Annojiguda,17.433064752999744,78.65500152095495
dcv8qeRA,Potharajududam Twd Pillapalli,Potharaju Gudem,17.409164653278463,78.72341930866243
4dRf0y72,Maktha Anantharam,Maktha Anantharam,17.393,78.739
fwUTYepc,Julur Twd Pochampally,Julur,17.3859601104504,78.78489288247071
9tgc8EtG,Julur X Road Twd Uppal,Julur,17.382422826120933,78.78631709139172
M8yKO3G0,Guvvaleti X Road Twd Edulabad,Guvvaleti X Roads,17.377477274968697,78.73347758466515
PBRqBLhZ,Dundigaldobulbedrooms,Dindigal Double Bed Room Stage,17.599535906614573,78.43098227116386
QhjHN9fV,Indresham X Road Twd Bonthapally,Indresam X Road,17.543825907305777,78.26134979724885
s36L46Pq,Rameshwar Banda Twd Bonthapally,Rameshwar Banda,17.5472438576065,78.27219396860721
JYml9tXs,Ellenki College Twd Bonthapally,Ellenki College,17.549058269674898,78.28354239463808
gPHG37R6,Wadakpalle Twd Bonthapally,Wadakpalle,17.5607,78.3001
bO2iK4iZ,Bomanakunta Twd Bonthapally,Bommanakunta,17.566074322860395,78.30254581382033
XRIoCZLJ,Janakampet Twd Bonthapally,Janakampet-Madharam,17.577,78.3079
lsFioSNC,Madharam Twd Bonthapally,Madharam-Jinnaram,17.585694194261915,78.3088865569705
JmFQVJug,Ootla X Road Twd Bonthapally,Ootla X Road,17.630576793951203,78.31999362137375
vWZM9r34,Bonthapally Temple,Bonthapally Temple,17.660962625543107,78.34934232627685
FyInjeRT,Bonthapally,Bonthapalle-Jinnaram,17.66602363240786,78.37273050185865
i06PMTjU,Madharam Twd Patancheru,Madharam-Jinnaram,17.585770915965337,78.30904482756206
4Hj6Drf6,Janakampet Twd Patancheru,Janakampet-Madharam,17.57694948465227,78.30795049387311
0Hk2rY76,Bomanakunta Twd Patancheru,Bommanakunta,17.566097335757036,78.30270853721234
PmehdscF,Wadakpalle Twd Patancheru,Wadakpalle,17.560880761875165,78.30026865005495
lbsnCxTk,Rameshwar Banda Twd Patancheru,Rameshwar Banda,17.547225956106896,78.27220335548309
sx69oCEC,Indresham X Road Twd Patancheru,Indresam X Road,17.543736474245833,78.26136589050294
35Gk0DZM,Priceton College Of Engg Twd Ankushapur,Priceton College Of Engg,17.44471400623298,78.71832154819577
jzT7YTvM,Ankushapur,Ankushapur-Ghatkesar,17.447555808024113,78.72760087243887
dMe40PcB,Ankushapur Gate Twd Ankushapur,Ankushapur Gate,17.45256585730195,78.72740775253408
HLDv4XFS,Aushapur,Aushapur Gatkesar,17.459725085766394,78.73626173240963
PcfwJypY,Priceton College Of Engg Twd Ghatkesar,Priceton College Of Engg,17.4447116722206,78.71836870636469
6zX1Am92,Ankushapur Gate Twd Ghatksar,Ankushapur Gate,17.45263756463965,78.72732997391806
msqkNDZR,Nalsar Law University,Nalsar Law University,17.602640221076303,78.54649543699973
fLbvl89G,Haridaspalle Twd Balajinagar,Haridaspalle,17.52681674470185,78.6025217459299
wFjinmAv,R.G.Kalpa X Road Twd Balaji Nagar,Rg Kalpa X Rd,17.525241514435717,78.60656618649024
K4Dm5uNm,Rg Colony_N,Rajiv Gruha Colony,17.517,78.601
AeCxbKtK,Ms-Malyal Twd Malyal,Ms-Malyal Twd Malyal,17.568573,78.74723
QpS3yStV,Malyala Village Twd Hajipur,Malyala-Bommalaramaram,17.57613640740262,78.75258028507234
Wh5gn4kw,Hazipur,Hazipur-Bommalaramaram,17.56102966749843,78.77056382588042
hi5PmO27,Malyala Twd Keesara,Malyala-Bommalaramaram,17.576069903219242,78.75262051820756
JinaGZvz,Ms-Bommalaramaram Twd Bommalaramaram,Ms-Bommalaramaram Twd Bommalaramaram,17.568552,78.747314
vfjrq7NI,Venkatapally Twd Yadagirigutta,Venkatapur-M Turkapalle,17.644016920765974,78.86620395669254
quIuUJZE,Dattaipally Twd Yadagirigutta,Dattaipalle-Turkapalli,17.652334054467218,78.88466298580171
Ib4yREj4,Mallapur Twd Yadagirigutta,Mallapur-Yadagirigutta,17.631139207070888,78.91050338745119
ZlIo5akU,Yadagirigutta Bus Depot,Yadagirigutta Bus Depot,17.58272648720571,78.94509406568349
bKRNaXTs,Km Stone Twd Yadagirigutta,Yadagirigutta Bus Station,17.599150403700055,78.93517701791072
A013diQ6,Mallapur Twd Ecil,Mallapur-Yadagirigutta,17.63120057606766,78.91046315431596
kRsT6YyX,Dattaipally Twd Ecil,Dattaipalle-Turkapalli,17.652275268418393,78.88483196496965
0PyRdAGi,Venkatapally Twd Ecil,Venkatapur-M Turkapalle,17.643866066833624,78.86615569272026
tlCR1N7F,Ms-1 Bommalaramaram X Road Twd Kazipet,Ms-1 Bommalaramaram X Road Twd Kazipet,17.567938453710976,78.73459339141846
FXPoxt8Q,Ms-2 Bommalaramaram X Road Twd Kazipet,Ms-2 Bommalaramaram X Road Twd Kazipet,17.57248493601218,78.73434659187828
6kjRXLmZ,Singaipally Bus Stop,Singaipally,17.547408672927457,78.54381357018691
VOzM7prv,Thumkunta Twd Uddamarri,Thumukunta,17.59103280660088,78.6979195306377
ELHkPIPM,Kesavapur Twd Thumkunta,Kesavapuram-Shamirpet,17.58882883636909,78.69137227473878
GXRBqbXl,Thumkunta Twd Jalalpur,Thumukunta,17.591135106881595,78.69798123441714
XDuzCqhx,Bandakadi Pally Twd Uddamarri,Bandakadi Palle-Bommalaramaram,17.60733411330761,78.70106041431428
nWuDiSNs,Usharpally Twd Uddamarri,Usharpally-Hyderabad,17.610698505398585,78.69293332099915
kwg5PoEp,Usharpally Twd Thumkunta,Usharpally-Hyderabad,17.610752191998124,78.69282066822053
mp0tfQdc,Bandakadi Pally Twd Thumkunta,Bandakadi Palle-Bommalaramaram,17.607387800907738,78.70094776153564
LSwmLzGP,Pallegudem,Pallegudem,17.41183074391569,78.77764288926944
g7LTsgh2,Aliabad S C Colony,Aliyabad Sc Colony,17.621371598653123,78.60328316688539
TlhYQB2C,Safilguda Railway Gate Twd Tukaram Gate,Safilguda,17.462,78.533
nkR7JK8k,Laxmapur Thanda,Laxmapur Thanda,17.66954987123281,78.68556259071165
YpbF1nPq,Erragadda Raithubazar,Erragadda,17.451542381537113,78.43476531836079
UosBGU1k,Varadarajpur Twd Erravalli,Vardarajpur,17.73562990466253,78.7657526116398
0SJboWgR,Erravalle Village,Erravalle,17.75968617736832,78.75653375576712
yRjqehES,Itikyal Twd Jagadevpur,Itikyal,17.765809930130516,78.77578017406792
k9iIItf9,Lingreddypally Twd Jagadevpur,Lingreddypally-Jagadevpur,17.76619818307487,78.79456644600549
fhnCKm69,Lingreddypally Twd Itikyal,Lingreddypally-Jagadevpur,17.766130777931632,78.79457294813972
JGE4QDhp,Itikyal Twd Erravelli,Itikyal,17.76574507907865,78.7757532362055
2CGNnaku,Varadarajpur Twd Damarkunta,Vardarajpur,17.735606912093477,78.76580892660094
Wt1CQE0r,Uddamarri Twd Yadagirigutta,Uddamarri,17.61737609557683,78.6781167984009
TyzK8aH7,Alirajpet Twd Gajwel,Alirajapet,17.78706582498854,78.77978459000589
I3w9lJmM,Ganeshpally Twd Gajwel,Ganesh Pally-Jagdevpur,17.8044283161923,78.74929189682008
aBUCRvp8,Teegul,Teegul,17.819004506512382,78.76904392526728
dE2yypbf,Ganeshpally Twd Bhongiri,Ganesh Pally-Jagdevpur,17.804571325947997,78.74935626983643
kDbBTKwA,Alirajpet Twd Bhongir,Alirajapet,17.787104773409133,78.77973698079586
l9a0FdnW,Jamilapet Twd Jiyapally,Jameelapet,17.494028041401055,78.72532099138854
9ntsra8z,Km Stone Jiyapally Tws Jiyapally,Km Stone Jiyapally Tws Jiyapally,17.501559075482515,78.72822313230154
kxXI7iIS,Jiyapally,Jiyapally,17.50600489099734,78.73461485255602
S8IEJoFd,Km Stone Jiyapally Tws Aushapur,Km Stone Jiyapally Tws Aushapur,17.501599980323736,78.72828216804572
oUqxzvaD,Pedda Parvathapur Twd Bommalaramaram,Pedda Parvathapur,17.54395628787392,78.71682644201549
r6w5hfdD,Bommalaramaram Twd Turkapally,Bommalaramaram,17.56388347105278,78.74006845057013
XGnUwOJl,Solipet Twd Pyararam,Solipeta-Bommalaramaram,17.60442728941185,78.74077320098878
VQjMZWAo,Pyararam,Pyararam-Bommalaramaram,17.610053,78.725293
EntwbBNs,Ramuni Tanda Twd Thimmapuram,Ramuni Tanda,17.61815822157519,78.7519902126252
hAFy7VbW,Ramuni Tanda Twd Solipet,Ramuni Tanda,17.617989553236683,78.75199019908908
rH6c9xXi,Solipet Twd Ecil,Solipeta-Bommalaramaram,17.604419619629905,78.74078728258611
GwRAP6U9,Pedda Parvathapur Twd Saidhamam,Pedda Parvathapur,17.54392559810654,78.71688008744044
6PIcO8hp,Sai Dhamam Kaman Twd Ecil,Sai Dhamam Kaman,17.554454310311066,78.70371580386929
FUZGfnOG,Ivy League,Ivy League Academy,17.577819121658635,78.60310077667238
MmlTjshZ,Ivy League Twd Shamirpet,Ivy League Academy,17.577732156534918,78.60298812389377
L4noKXAf,Babaguda X Road Twd Ivy League,Babaguda X Roads,17.57847839303296,78.588984310627
FoF01h1z,Pathakota Twd Pochampalle,Pathakota Markendeyanagar,17.356,78.813
elJ2sdg6,Bhoodan Pochampalli Twd Kothagudem,Bhoodan Pochampally,17.34852355747559,78.8209041469224
WTqNqrjM,Pathakota Twd Uppal,Pathakota Markendeyanagar,17.35595319601012,78.81302116558862
YHkGN8cR,Premnagar,Premnagar-Hafizpet,17.478484610940004,78.34972865006337
TJNfZ4qG,Vasant Vihar Colony Street 8 Twd Ramanthapur,Vasanth Vihar Colony,17.412,78.545
OgHDeDSt,Isi Street 8 Twd Ramanthapur,Street No 8,17.405,78.544
9w9MbPiS,Srinivashpuram Twd Vr Reddy Nagar,Srinivas Puram,17.39,78.53
